"rows","cols","N","row_clusts","col_clusts","avg_row_clust_size","avg_col_clust_size","sparsity","user.self","sys.self","elapsed","iterations"
86,211,18146,4,4,21.5,52.75,0.95486071,0.928,0.01,0.938,10
86,211,18146,4,4,21.5,52.75,0.95486071,0.874,0.009,0.884,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.847,0.007,1.053,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.613,0,0.613,5
86,211,18146,4,4,21.5,52.75,0.95486071,0.58,0.008,0.588,5
86,211,18146,4,4,21.5,52.75,0.95486071,1.984,0.003,1.987,21
86,211,18146,4,4,21.5,52.75,0.95486071,0.716,0.002,0.719,6
86,211,18146,4,4,21.5,52.75,0.95486071,1.028,0.001,1.03,10
86,211,18146,4,4,21.5,52.75,0.95486071,1.486,0,1.485,16
86,211,18146,4,4,21.5,52.75,0.95486071,0.882,0,0.884,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.731,0,0.741,7
86,211,18146,4,4,21.5,52.75,0.95486071,0.859,0,0.859,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.9,0,0.9,9
86,211,18146,4,4,21.5,52.75,0.95486071,0.994,0,2.065,9
86,211,18146,4,4,21.5,52.75,0.95486071,0.603,0,0.605,5
86,211,18146,4,4,21.5,52.75,0.95486071,0.572,0,0.761,5
86,211,18146,4,4,21.5,52.75,0.95486071,0.692,0,0.693,10
86,211,18146,4,4,21.5,52.75,0.95486071,0.755,0,0.758,7
86,211,18146,4,4,21.5,52.75,0.95486071,0.745,0,0.769,7
86,211,18146,4,4,21.5,52.75,0.95486071,0.876,0,1.647,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.995,0,0.997,9
86,211,18146,4,4,21.5,52.75,0.95486071,1.24,0.002,1.245,11
86,211,18146,4,4,21.5,52.75,0.95486071,1.002,0,1.015,10
86,211,18146,4,4,21.5,52.75,0.95486071,0.82,0.001,0.821,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.674,0,0.675,6
86,211,18146,4,4,21.5,52.75,0.95486071,0.852,0,0.851,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.741,0.001,0.749,7
86,211,18146,4,4,21.5,52.75,0.95486071,0.751,0.002,0.761,7
86,211,18146,4,4,21.5,52.75,0.95486071,0.903,0.001,0.905,8
86,211,18146,4,4,21.5,52.75,0.95486071,0.931,0,1.692,9
116,861,99876,4,10,29,86.1,0.969452121,6.318,0.045,6.363,13
116,861,99876,4,10,29,86.1,0.969452121,3.634,0.02,3.654,8
116,861,99876,4,10,29,86.1,0.969452121,7.259,0.006,7.427,15
116,861,99876,4,10,29,86.1,0.969452121,6.671,0.004,6.674,16
116,861,99876,4,10,29,86.1,0.969452121,10.885,0.002,10.904,22
116,861,99876,4,10,29,86.1,0.969452121,9.241,0,9.245,19
116,861,99876,4,10,29,86.1,0.969452121,6.612,0,6.615,13
116,861,99876,4,10,29,86.1,0.969452121,11.679,0,11.681,25
116,861,99876,4,10,29,86.1,0.969452121,9.07,0,9.069,28
116,861,99876,4,10,29,86.1,0.969452121,11.76,0.002,11.762,24
116,861,99876,4,10,29,86.1,0.969452121,7.01,0.013,7.164,14
116,861,99876,4,10,29,86.1,0.969452121,6.455,0.001,6.455,18
116,861,99876,4,10,29,86.1,0.969452121,5.059,0,5.066,14
116,861,99876,4,10,29,86.1,0.969452121,6.194,0,9.882,12
116,861,99876,4,10,29,86.1,0.969452121,6.368,0,6.367,13
116,861,99876,4,10,29,86.1,0.969452121,5.67,0.001,6.537,11
116,861,99876,4,10,29,86.1,0.969452121,6.751,0.001,6.751,16
116,861,99876,4,10,29,86.1,0.969452121,6.966,0.001,6.966,14
116,861,99876,4,10,29,86.1,0.969452121,8.812,0,8.812,18
116,861,99876,4,10,29,86.1,0.969452121,6.222,0.001,9.813,12
116,861,99876,4,10,29,86.1,0.969452121,7.565,0,7.566,15
116,861,99876,4,10,29,86.1,0.969452121,6.411,0.001,6.412,13
116,861,99876,4,10,29,86.1,0.969452121,6.071,0,6.08,12
116,861,99876,4,10,29,86.1,0.969452121,10.895,0.002,10.919,22
116,861,99876,4,10,29,86.1,0.969452121,5.246,0,5.245,17
116,861,99876,4,10,29,86.1,0.969452121,7.609,0.002,7.628,15
116,861,99876,4,10,29,86.1,0.969452121,7.441,0,7.439,15
116,861,99876,4,10,29,86.1,0.969452121,8.936,0,8.958,19
116,861,99876,4,10,29,86.1,0.969452121,5.528,0,5.53,12
116,861,99876,4,10,29,86.1,0.969452121,5.038,0,5.568,10
169,1408,237952,4,5,42.25,281.6,0.969720784,7.382,0.058,7.445,10
169,1408,237952,4,5,42.25,281.6,0.969720784,10.76,0.016,10.853,17
169,1408,237952,4,5,42.25,281.6,0.969720784,10.631,0.007,10.922,14
169,1408,237952,4,5,42.25,281.6,0.969720784,9.019,0.001,9.023,12
169,1408,237952,4,5,42.25,281.6,0.969720784,10.915,0.002,10.915,16
169,1408,237952,4,5,42.25,281.6,0.969720784,9.018,0.002,9.032,14
169,1408,237952,4,5,42.25,281.6,0.969720784,10.406,0.001,10.413,13
169,1408,237952,4,5,42.25,281.6,0.969720784,8.831,0.002,8.847,12
169,1408,237952,4,5,42.25,281.6,0.969720784,12.784,0.001,12.834,21
169,1408,237952,4,5,42.25,281.6,0.969720784,12.029,0,12.035,16
169,1408,237952,4,5,42.25,281.6,0.969720784,12.127,0.002,12.144,16
169,1408,237952,4,5,42.25,281.6,0.969720784,16.504,0.004,16.528,23
169,1408,237952,4,5,42.25,281.6,0.969720784,13.307,0,13.305,20
169,1408,237952,4,5,42.25,281.6,0.969720784,9.385,0.001,14.531,12
169,1408,237952,4,5,42.25,281.6,0.969720784,20.02,0.007,20.248,28
169,1408,237952,4,5,42.25,281.6,0.969720784,9.887,0,10.295,13
169,1408,237952,4,5,42.25,281.6,0.969720784,10.439,0.002,10.444,14
169,1408,237952,4,5,42.25,281.6,0.969720784,11.72,0.001,11.72,16
169,1408,237952,4,5,42.25,281.6,0.969720784,10.611,0.002,10.641,17
169,1408,237952,4,5,42.25,281.6,0.969720784,15.037,0.002,21.959,20
169,1408,237952,4,5,42.25,281.6,0.969720784,9.614,0,9.701,12
169,1408,237952,4,5,42.25,281.6,0.969720784,11.455,0.001,11.459,17
169,1408,237952,4,5,42.25,281.6,0.969720784,15.727,0.001,15.742,23
169,1408,237952,4,5,42.25,281.6,0.969720784,7.951,0,7.952,12
169,1408,237952,4,5,42.25,281.6,0.969720784,8.413,0.002,8.438,11
169,1408,237952,4,5,42.25,281.6,0.969720784,18.032,0.005,18.165,24
169,1408,237952,4,5,42.25,281.6,0.969720784,9.556,0.002,9.556,13
169,1408,237952,4,5,42.25,281.6,0.969720784,12.468,0,12.472,17
169,1408,237952,4,5,42.25,281.6,0.969720784,16.429,0,16.43,25
169,1408,237952,4,5,42.25,281.6,0.969720784,12.815,0.003,12.952,18
1029,105,108045,39,5,26.3846153846154,21,0.972117455,6.667,0.066,6.734,10
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.763,0.063,8.826,12
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.711,0.008,8.871,11
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.494,0,10.494,15
1029,105,108045,39,5,26.3846153846154,21,0.972117455,9.44,0.016,9.463,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.976,0.001,10.978,17
1029,105,108045,39,5,26.3846153846154,21,0.972117455,12.455,0.002,12.624,17
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.026,0,10.025,13
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.878,0.002,8.88,13
1029,105,108045,39,5,26.3846153846154,21,0.972117455,11.931,0.001,11.932,16
1029,105,108045,39,5,26.3846153846154,21,0.972117455,6.765,0.001,6.831,10
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.968,0,11.044,16
1029,105,108045,39,5,26.3846153846154,21,0.972117455,9.812,0.001,9.82,13
1029,105,108045,39,5,26.3846153846154,21,0.972117455,7.97,0,14.465,10
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.081,0.002,8.093,11
1029,105,108045,39,5,26.3846153846154,21,0.972117455,11.206,0,11.225,16
1029,105,108045,39,5,26.3846153846154,21,0.972117455,9.427,0.002,9.455,13
1029,105,108045,39,5,26.3846153846154,21,0.972117455,12.653,0.001,12.652,18
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.439,0.003,10.456,15
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.995,0.002,14.767,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,11.473,0.002,11.514,16
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.96,0.002,10.971,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.339,0.001,8.353,12
1029,105,108045,39,5,26.3846153846154,21,0.972117455,9.852,0.014,10.039,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,7.282,0,7.612,10
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.518,0,8.519,11
1029,105,108045,39,5,26.3846153846154,21,0.972117455,10.003,0.009,10.151,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.803,0.005,8.807,14
1029,105,108045,39,5,26.3846153846154,21,0.972117455,8.727,0,8.725,11
1029,105,108045,39,5,26.3846153846154,21,0.972117455,7.957,0.001,7.962,11
158,621,98118,4,6,39.5,103.5,0.972247702,4.893,0.038,4.93,14
158,621,98118,4,6,39.5,103.5,0.972247702,4.3,0.017,4.316,12
158,621,98118,4,6,39.5,103.5,0.972247702,3.793,0.008,3.872,11
158,621,98118,4,6,39.5,103.5,0.972247702,4.078,0,4.077,11
158,621,98118,4,6,39.5,103.5,0.972247702,4.085,0.001,4.139,11
158,621,98118,4,6,39.5,103.5,0.972247702,4.616,0.001,4.616,15
158,621,98118,4,6,39.5,103.5,0.972247702,3.734,0.001,3.804,10
158,621,98118,4,6,39.5,103.5,0.972247702,3.269,0,3.27,9
158,621,98118,4,6,39.5,103.5,0.972247702,3.604,0,3.61,10
158,621,98118,4,6,39.5,103.5,0.972247702,3.611,0,3.61,10
158,621,98118,4,6,39.5,103.5,0.972247702,5.079,0.001,5.087,15
158,621,98118,4,6,39.5,103.5,0.972247702,3.528,0.001,3.555,10
158,621,98118,4,6,39.5,103.5,0.972247702,3.779,0.001,3.781,10
158,621,98118,4,6,39.5,103.5,0.972247702,3.684,0,5.584,10
158,621,98118,4,6,39.5,103.5,0.972247702,3.549,0,3.548,10
158,621,98118,4,6,39.5,103.5,0.972247702,6.123,0.002,6.732,17
158,621,98118,4,6,39.5,103.5,0.972247702,4.185,0,4.186,12
158,621,98118,4,6,39.5,103.5,0.972247702,9.275,0,9.287,27
158,621,98118,4,6,39.5,103.5,0.972247702,5.959,0,5.974,17
158,621,98118,4,6,39.5,103.5,0.972247702,6.15,0.001,6.783,17
158,621,98118,4,6,39.5,103.5,0.972247702,6.331,0.001,6.332,18
158,621,98118,4,6,39.5,103.5,0.972247702,4.178,0.001,4.179,11
158,621,98118,4,6,39.5,103.5,0.972247702,2.668,0,2.671,7
158,621,98118,4,6,39.5,103.5,0.972247702,3.98,0,3.987,11
158,621,98118,4,6,39.5,103.5,0.972247702,3.255,0,3.644,9
158,621,98118,4,6,39.5,103.5,0.972247702,2.635,0,2.638,7
158,621,98118,4,6,39.5,103.5,0.972247702,3.698,0.002,3.794,12
158,621,98118,4,6,39.5,103.5,0.972247702,4.332,0,4.331,12
158,621,98118,4,6,39.5,103.5,0.972247702,5.589,0,5.588,16
158,621,98118,4,6,39.5,103.5,0.972247702,5.849,0,5.848,17
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,45.82,0.248,46.055,26
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,38.787,0.409,39.196,18
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,43.588,0.099,44.026,20
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,48.764,0.007,48.792,21
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,32.137,0.003,32.165,15
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,26.289,0,26.284,12
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,41.306,0,41.309,17
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,34.8,0,34.794,17
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,23.877,0.003,23.878,13
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,38.914,0,38.918,18
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,33.125,0,33.118,15
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,34.827,0.001,34.845,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,44.739,0,44.73,23
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,44.073,0.005,57.804,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,38.226,0.007,38.413,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,34.838,0.001,35.766,19
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,39.997,0.003,40.165,19
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,37.424,0.009,37.432,21
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,22.301,0.002,22.303,12
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,47.513,0.004,57.878,17
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,34.661,0.001,34.689,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,36.634,0.001,36.652,15
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,37.534,0.001,37.532,18
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,33.759,0,33.759,15
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,36.511,0.003,36.52,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,34.514,0.002,34.529,14
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,32.577,0.002,32.573,16
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,31.771,0.001,31.771,15
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,44.472,0,44.472,19
247,1292,319124,6,43,41.1666666666667,30.046511627907,0.975241599,38.098,0.002,39.927,15
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.434,0.062,6.495,13
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,5.733,0.028,5.76,11
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.19,0.006,6.256,12
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.679,0.003,6.745,13
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.699,0.004,8.964,17
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,5.232,0,5.23,11
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,5.931,0,5.932,11
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.867,0,7.935,15
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.259,0.001,8.271,17
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,12.291,0.001,12.291,24
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,9.292,0,9.304,19
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.04,0.001,8.049,16
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,14.764,0.003,14.917,28
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.449,0.001,12.819,14
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,4.945,0,4.944,10
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.113,0,9.455,16
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,9.532,0.004,9.626,19
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.635,0.002,7.649,15
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.968,0.002,7.03,14
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.537,0,11.539,15
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.554,0.001,8.555,16
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.96,0,6.963,13
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.038,0,7.051,14
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.101,0.001,6.104,12
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,12.003,0.001,12.035,25
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,7.709,0.002,7.715,14
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,8.677,0,8.675,17
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,10.613,0,10.617,23
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,6.037,0,6.075,11
767,273,209391,9,4,85.2222222222222,68.25,0.978257457,12.351,0.001,12.359,28
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.414,0.053,4.465,10
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,6.77,0.036,6.806,16
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.231,0.006,5.236,12
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,6.044,0,6.044,16
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,8.224,0.006,8.231,18
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,3.96,0,3.961,9
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.518,0,4.519,10
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.615,0.001,5.619,13
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.579,0.002,5.611,12
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.764,0,4.767,10
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,11.906,0.001,11.906,26
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.354,0.002,5.374,13
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,3.848,0,3.849,8
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,9.924,0.001,17.623,22
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,9.805,0,9.805,22
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,3.268,0,4.09,7
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.507,0,5.507,12
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,9.964,0.003,9.973,22
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,6.507,0,6.505,14
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,8.574,0.001,12.975,19
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.274,0,5.276,12
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,6.112,0,6.112,14
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,7.061,0,7.06,15
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.207,0.001,5.222,11
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.092,0,4.094,9
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,6.137,0,6.136,16
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.043,0,4.043,9
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,5.148,0.001,5.148,11
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,4.618,0,4.618,15
762,149,113538,13,4,58.6153846153846,37.25,0.978593897,9.239,0,9.268,20
292,896,261632,8,4,36.5,224,0.978945778,13.354,0.059,13.436,19
292,896,261632,8,4,36.5,224,0.978945778,6.857,0.015,6.872,12
292,896,261632,8,4,36.5,224,0.978945778,10.531,0.008,10.695,14
292,896,261632,8,4,36.5,224,0.978945778,10.735,0.003,10.784,16
292,896,261632,8,4,36.5,224,0.978945778,7.743,0.003,7.756,10
292,896,261632,8,4,36.5,224,0.978945778,11.607,0.002,11.634,15
292,896,261632,8,4,36.5,224,0.978945778,16.076,0.007,16.198,21
292,896,261632,8,4,36.5,224,0.978945778,25.183,0.001,25.263,33
292,896,261632,8,4,36.5,224,0.978945778,11.92,0.001,11.919,22
292,896,261632,8,4,36.5,224,0.978945778,11.149,0.002,11.156,15
292,896,261632,8,4,36.5,224,0.978945778,8.42,0,8.422,13
292,896,261632,8,4,36.5,224,0.978945778,8.206,0.001,8.216,10
292,896,261632,8,4,36.5,224,0.978945778,11.372,0,11.37,16
292,896,261632,8,4,36.5,224,0.978945778,15.733,0,26.214,21
292,896,261632,8,4,36.5,224,0.978945778,10.298,0.001,10.298,13
292,896,261632,8,4,36.5,224,0.978945778,8.587,0.001,8.589,14
292,896,261632,8,4,36.5,224,0.978945778,10.221,0.001,10.227,13
292,896,261632,8,4,36.5,224,0.978945778,12.339,0,12.344,24
292,896,261632,8,4,36.5,224,0.978945778,11.323,0,11.321,15
292,896,261632,8,4,36.5,224,0.978945778,9.258,0,12.863,12
292,896,261632,8,4,36.5,224,0.978945778,13.919,0.002,13.976,18
292,896,261632,8,4,36.5,224,0.978945778,13.723,0.001,13.743,17
292,896,261632,8,4,36.5,224,0.978945778,15.972,0.002,15.992,22
292,896,261632,8,4,36.5,224,0.978945778,9.823,0,9.822,13
292,896,261632,8,4,36.5,224,0.978945778,12.134,0.001,12.14,19
292,896,261632,8,4,36.5,224,0.978945778,16.453,0.002,16.46,26
292,896,261632,8,4,36.5,224,0.978945778,6.41,0,6.412,10
292,896,261632,8,4,36.5,224,0.978945778,10.231,0.002,10.238,16
292,896,261632,8,4,36.5,224,0.978945778,10.342,0.002,10.356,13
292,896,261632,8,4,36.5,224,0.978945778,5.089,0.001,5.314,8
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,47.028,0.181,47.2,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,40.592,0.052,40.632,15
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,39.461,0,39.458,12
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,69.706,0.011,69.913,22
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,53.321,0.001,53.314,19
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,53.754,0,57.015,15
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,51.576,0,51.575,13
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,62.994,0.001,62.982,20
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,48.12,0.005,48.167,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,47.587,0.001,47.575,15
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,55.38,0.014,55.491,18
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,40.566,0,40.559,13
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,57.08,0.006,57.093,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,73.938,0.001,86.953,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,62.895,0.013,63.443,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,49.04,0,49.884,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,48.244,0.003,48.239,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,53.343,0.001,53.333,14
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,62.174,0.002,62.172,18
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,64.363,0.011,73.268,14
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,39.955,0.002,39.973,11
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,60.79,0.001,60.778,19
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,52.593,0,52.58,18
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,50.659,0.004,50.659,16
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,51.644,0.002,53.151,14
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,78.703,0.007,78.708,23
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,56.353,0.004,56.346,19
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,59.247,0.002,59.245,22
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,74.745,0.008,74.753,23
920,717,659640,30,21,30.6666666666667,34.1428571428571,0.979134855,54.264,0,55.377,15
459,525,240975,17,19,27,27.6315789473684,0.979348597,13.19,0.064,13.251,14
459,525,240975,17,19,27,27.6315789473684,0.979348597,14.227,0.021,14.244,13
459,525,240975,17,19,27,27.6315789473684,0.979348597,25.513,0.005,26.1,18
459,525,240975,17,19,27,27.6315789473684,0.979348597,16.547,0,16.555,12
459,525,240975,17,19,27,27.6315789473684,0.979348597,17.249,0,17.253,12
459,525,240975,17,19,27,27.6315789473684,0.979348597,25.14,0.003,25.155,17
459,525,240975,17,19,27,27.6315789473684,0.979348597,12.078,0.001,12.406,11
459,525,240975,17,19,27,27.6315789473684,0.979348597,14.671,0.004,14.817,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,11.7,0,11.695,13
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.01,0,15.007,12
459,525,240975,17,19,27,27.6315789473684,0.979348597,18.625,0,18.623,17
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.431,0,15.43,15
459,525,240975,17,19,27,27.6315789473684,0.979348597,16.874,0,16.869,16
459,525,240975,17,19,27,27.6315789473684,0.979348597,14.946,0,21.723,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,13.533,0,13.622,9
459,525,240975,17,19,27,27.6315789473684,0.979348597,24.072,0.001,25.526,15
459,525,240975,17,19,27,27.6315789473684,0.979348597,11.272,0,11.27,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,20.761,0.001,20.759,17
459,525,240975,17,19,27,27.6315789473684,0.979348597,16.086,0,16.085,13
459,525,240975,17,19,27,27.6315789473684,0.979348597,22.363,0,30.487,14
459,525,240975,17,19,27,27.6315789473684,0.979348597,13.982,0,13.98,11
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.467,0,15.465,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.362,0,15.359,13
459,525,240975,17,19,27,27.6315789473684,0.979348597,13.026,0,13.025,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.972,0,15.977,12
459,525,240975,17,19,27,27.6315789473684,0.979348597,15.13,0,15.159,10
459,525,240975,17,19,27,27.6315789473684,0.979348597,20.168,0,20.173,14
459,525,240975,17,19,27,27.6315789473684,0.979348597,13.441,0,13.438,14
459,525,240975,17,19,27,27.6315789473684,0.979348597,17.031,0,17.032,12
459,525,240975,17,19,27,27.6315789473684,0.979348597,11.677,0,11.674,13
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,48.367,0.112,48.506,20
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,32.919,0.061,32.989,15
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,45.695,0.023,46.081,16
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,31.696,0,31.713,13
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,30.23,0,30.223,15
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,30.086,0,30.079,13
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,45.889,0.008,46.131,15
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,49.969,0.005,50.064,19
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,27.964,0,27.981,11
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,49.782,0.002,49.797,20
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,33.477,0.002,33.605,14
706,619,437014,30,19,23.5333333333333,32.5789473684211,0.979810904,35.585,0,35.579,17
